group,source,factor_id,name,expression,adj_type
wide_cross,wide_table,wide_ep_roe,ROE/PE(盈利质量),$roe / ($pe_ttm + 1e-12),不复权
wide_cross,wide_table,wide_growth_accel,成长加速度,"$q_netprofit_yoy - Ref($q_netprofit_yoy, 60)",不复权
wide_cross,wide_table,wide_margin_trend,毛利率趋势,"$grossprofit_margin - Ref($grossprofit_margin, 60)",不复权
wide_cross,wide_table,wide_momentum_quality,动量*质量,"($close / Ref($close, 20) - 1) * $roe / 100",不复权
wide_cross,wide_table,wide_mv_ratio,流通市值占比,$circ_mv / ($total_mv + 1e-12),不复权
wide_cross,wide_table,wide_pb_roe,ROE/PB(价值偏离),$roe / ($pb + 1e-12),不复权
wide_cross,wide_table,wide_peg,PEG,$pe_ttm / ($netprofit_yoy + 1e-12),不复权
wide_cross,wide_table,wide_ps_growth,PS/营收增速,$ps_ttm / ($or_yoy + 1e-12),不复权
wide_cross,wide_table,wide_quality_score,质量评分(ROE*低杠杆),$roe * (1 - $debt_to_assets / 100),不复权
wide_cross,wide_table,wide_size_ln,对数流通市值,Log($circ_mv + 1),不复权
wide_cross,wide_table,wide_value_momentum,价值动量共振,"(1.0 / ($pe_ttm + 1e-12)) * ($close / Ref($close, 5) - 1)",不复权
wide_cross,wide_table,wide_vol_price_sync,量价相关性10日,"Corr($close, $vol, 10)",前复权
wide_cross,wide_table,wide_vol_swing,振幅量比乘积,$swing * $vol_ratio,不复权
wide_cross,wide_table,wide_winner_chg20,获利比例20日变化,"$winner_rate - Ref($winner_rate, 20)",不复权
wide_cross,wide_table,wide_winner_chg5,获利比例5日变化,"$winner_rate - Ref($winner_rate, 5)",不复权
wide_growth,wide_table,wide_basic_eps_yoy_bias20,EPS同比20日偏离,"($basic_eps_yoy - Mean($basic_eps_yoy, 20)) / (Std($basic_eps_yoy, 20) + 1e-12)",不复权
wide_growth,wide_table,wide_basic_eps_yoy_chg20,EPS同比20日变化,"$basic_eps_yoy / (Ref($basic_eps_yoy, 20) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_basic_eps_yoy_chg5,EPS同比5日变化,"$basic_eps_yoy / (Ref($basic_eps_yoy, 5) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_basic_eps_yoy_chg60,EPS同比60日变化,"$basic_eps_yoy / (Ref($basic_eps_yoy, 60) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_basic_eps_yoy_raw,EPS同比(原始),$basic_eps_yoy,不复权
wide_growth,wide_table,wide_netprofit_yoy_bias20,净利同比20日偏离,"($netprofit_yoy - Mean($netprofit_yoy, 20)) / (Std($netprofit_yoy, 20) + 1e-12)",不复权
wide_growth,wide_table,wide_netprofit_yoy_chg20,净利同比20日变化,"$netprofit_yoy / (Ref($netprofit_yoy, 20) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_netprofit_yoy_chg5,净利同比5日变化,"$netprofit_yoy / (Ref($netprofit_yoy, 5) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_netprofit_yoy_chg60,净利同比60日变化,"$netprofit_yoy / (Ref($netprofit_yoy, 60) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_netprofit_yoy_raw,净利同比(原始),$netprofit_yoy,不复权
wide_growth,wide_table,wide_op_yoy_bias20,营利同比20日偏离,"($op_yoy - Mean($op_yoy, 20)) / (Std($op_yoy, 20) + 1e-12)",不复权
wide_growth,wide_table,wide_op_yoy_chg20,营利同比20日变化,"$op_yoy / (Ref($op_yoy, 20) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_op_yoy_chg5,营利同比5日变化,"$op_yoy / (Ref($op_yoy, 5) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_op_yoy_chg60,营利同比60日变化,"$op_yoy / (Ref($op_yoy, 60) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_op_yoy_raw,营利同比(原始),$op_yoy,不复权
wide_growth,wide_table,wide_or_yoy_bias20,营收同比20日偏离,"($or_yoy - Mean($or_yoy, 20)) / (Std($or_yoy, 20) + 1e-12)",不复权
wide_growth,wide_table,wide_or_yoy_chg20,营收同比20日变化,"$or_yoy / (Ref($or_yoy, 20) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_or_yoy_chg5,营收同比5日变化,"$or_yoy / (Ref($or_yoy, 5) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_or_yoy_chg60,营收同比60日变化,"$or_yoy / (Ref($or_yoy, 60) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_or_yoy_raw,营收同比(原始),$or_yoy,不复权
wide_growth,wide_table,wide_q_netprofit_yoy_bias20,单季净利同比20日偏离,"($q_netprofit_yoy - Mean($q_netprofit_yoy, 20)) / (Std($q_netprofit_yoy, 20) + 1e-12)",不复权
wide_growth,wide_table,wide_q_netprofit_yoy_chg20,单季净利同比20日变化,"$q_netprofit_yoy / (Ref($q_netprofit_yoy, 20) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_q_netprofit_yoy_chg5,单季净利同比5日变化,"$q_netprofit_yoy / (Ref($q_netprofit_yoy, 5) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_q_netprofit_yoy_chg60,单季净利同比60日变化,"$q_netprofit_yoy / (Ref($q_netprofit_yoy, 60) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_q_netprofit_yoy_raw,单季净利同比(原始),$q_netprofit_yoy,不复权
wide_growth,wide_table,wide_q_sales_yoy_bias20,单季营收同比20日偏离,"($q_sales_yoy - Mean($q_sales_yoy, 20)) / (Std($q_sales_yoy, 20) + 1e-12)",不复权
wide_growth,wide_table,wide_q_sales_yoy_chg20,单季营收同比20日变化,"$q_sales_yoy / (Ref($q_sales_yoy, 20) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_q_sales_yoy_chg5,单季营收同比5日变化,"$q_sales_yoy / (Ref($q_sales_yoy, 5) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_q_sales_yoy_chg60,单季营收同比60日变化,"$q_sales_yoy / (Ref($q_sales_yoy, 60) + 1e-12) - 1",不复权
wide_growth,wide_table,wide_q_sales_yoy_raw,单季营收同比(原始),$q_sales_yoy,不复权
wide_profitability,wide_table,wide_grossprofit_margin_bias20,毛利率20日偏离,"($grossprofit_margin - Mean($grossprofit_margin, 20)) / (Std($grossprofit_margin, 20) + 1e-12)",不复权
wide_profitability,wide_table,wide_grossprofit_margin_chg20,毛利率20日变化,"$grossprofit_margin / (Ref($grossprofit_margin, 20) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_grossprofit_margin_chg5,毛利率5日变化,"$grossprofit_margin / (Ref($grossprofit_margin, 5) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_grossprofit_margin_chg60,毛利率60日变化,"$grossprofit_margin / (Ref($grossprofit_margin, 60) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_grossprofit_margin_raw,毛利率(原始),$grossprofit_margin,不复权
wide_profitability,wide_table,wide_netprofit_margin_bias20,净利率20日偏离,"($netprofit_margin - Mean($netprofit_margin, 20)) / (Std($netprofit_margin, 20) + 1e-12)",不复权
wide_profitability,wide_table,wide_netprofit_margin_chg20,净利率20日变化,"$netprofit_margin / (Ref($netprofit_margin, 20) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_netprofit_margin_chg5,净利率5日变化,"$netprofit_margin / (Ref($netprofit_margin, 5) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_netprofit_margin_chg60,净利率60日变化,"$netprofit_margin / (Ref($netprofit_margin, 60) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_netprofit_margin_raw,净利率(原始),$netprofit_margin,不复权
wide_profitability,wide_table,wide_roa_bias20,ROA20日偏离,"($roa - Mean($roa, 20)) / (Std($roa, 20) + 1e-12)",不复权
wide_profitability,wide_table,wide_roa_chg20,ROA20日变化,"$roa / (Ref($roa, 20) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roa_chg5,ROA5日变化,"$roa / (Ref($roa, 5) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roa_chg60,ROA60日变化,"$roa / (Ref($roa, 60) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roa_raw,ROA(原始),$roa,不复权
wide_profitability,wide_table,wide_roe_bias20,ROE20日偏离,"($roe - Mean($roe, 20)) / (Std($roe, 20) + 1e-12)",不复权
wide_profitability,wide_table,wide_roe_chg20,ROE20日变化,"$roe / (Ref($roe, 20) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roe_chg5,ROE5日变化,"$roe / (Ref($roe, 5) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roe_chg60,ROE60日变化,"$roe / (Ref($roe, 60) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roe_raw,ROE(原始),$roe,不复权
wide_profitability,wide_table,wide_roic_bias20,ROIC20日偏离,"($roic - Mean($roic, 20)) / (Std($roic, 20) + 1e-12)",不复权
wide_profitability,wide_table,wide_roic_chg20,ROIC20日变化,"$roic / (Ref($roic, 20) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roic_chg5,ROIC5日变化,"$roic / (Ref($roic, 5) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roic_chg60,ROIC60日变化,"$roic / (Ref($roic, 60) + 1e-12) - 1",不复权
wide_profitability,wide_table,wide_roic_raw,ROIC(原始),$roic,不复权
wide_quarter,wide_table,wide_q_gsprofit_margin_bias20,单季毛利率20日偏离,"($q_gsprofit_margin - Mean($q_gsprofit_margin, 20)) / (Std($q_gsprofit_margin, 20) + 1e-12)",不复权
wide_quarter,wide_table,wide_q_gsprofit_margin_chg20,单季毛利率20日变化,"$q_gsprofit_margin / (Ref($q_gsprofit_margin, 20) + 1e-12) - 1",不复权
wide_quarter,wide_table,wide_q_gsprofit_margin_chg5,单季毛利率5日变化,"$q_gsprofit_margin / (Ref($q_gsprofit_margin, 5) + 1e-12) - 1",不复权
wide_quarter,wide_table,wide_q_gsprofit_margin_chg60,单季毛利率60日变化,"$q_gsprofit_margin / (Ref($q_gsprofit_margin, 60) + 1e-12) - 1",不复权
wide_quarter,wide_table,wide_q_gsprofit_margin_raw,单季毛利率(原始),$q_gsprofit_margin,不复权
wide_quarter,wide_table,wide_q_roe_bias20,单季ROE20日偏离,"($q_roe - Mean($q_roe, 20)) / (Std($q_roe, 20) + 1e-12)",不复权
wide_quarter,wide_table,wide_q_roe_chg20,单季ROE20日变化,"$q_roe / (Ref($q_roe, 20) + 1e-12) - 1",不复权
wide_quarter,wide_table,wide_q_roe_chg5,单季ROE5日变化,"$q_roe / (Ref($q_roe, 5) + 1e-12) - 1",不复权
wide_quarter,wide_table,wide_q_roe_chg60,单季ROE60日变化,"$q_roe / (Ref($q_roe, 60) + 1e-12) - 1",不复权
wide_quarter,wide_table,wide_q_roe_raw,单季ROE(原始),$q_roe,不复权
wide_sentiment,wide_table,wide_activity_bias20,活跃度20日偏离,"($activity - Mean($activity, 20)) / (Std($activity, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_activity_chg20,活跃度20日变化,"$activity / (Ref($activity, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_activity_chg5,活跃度5日变化,"$activity / (Ref($activity, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_activity_chg60,活跃度60日变化,"$activity / (Ref($activity, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_activity_raw,活跃度(原始),$activity,不复权
wide_sentiment,wide_table,wide_attack_bias20,攻击力20日偏离,"($attack - Mean($attack, 20)) / (Std($attack, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_attack_chg20,攻击力20日变化,"$attack / (Ref($attack, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_attack_chg5,攻击力5日变化,"$attack / (Ref($attack, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_attack_chg60,攻击力60日变化,"$attack / (Ref($attack, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_attack_raw,攻击力(原始),$attack,不复权
wide_sentiment,wide_table,wide_buying_bias20,买盘20日偏离,"($buying - Mean($buying, 20)) / (Std($buying, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_buying_chg20,买盘20日变化,"$buying / (Ref($buying, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_buying_chg5,买盘5日变化,"$buying / (Ref($buying, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_buying_chg60,买盘60日变化,"$buying / (Ref($buying, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_buying_raw,买盘(原始),$buying,不复权
wide_sentiment,wide_table,wide_selling_bias20,卖盘20日偏离,"($selling - Mean($selling, 20)) / (Std($selling, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_selling_chg20,卖盘20日变化,"$selling / (Ref($selling, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_selling_chg5,卖盘5日变化,"$selling / (Ref($selling, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_selling_chg60,卖盘60日变化,"$selling / (Ref($selling, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_selling_raw,卖盘(原始),$selling,不复权
wide_sentiment,wide_table,wide_strength_bias20,强弱度20日偏离,"($strength - Mean($strength, 20)) / (Std($strength, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_strength_chg20,强弱度20日变化,"$strength / (Ref($strength, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_strength_chg5,强弱度5日变化,"$strength / (Ref($strength, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_strength_chg60,强弱度60日变化,"$strength / (Ref($strength, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_strength_raw,强弱度(原始),$strength,不复权
wide_sentiment,wide_table,wide_swing_bias20,振幅20日偏离,"($swing - Mean($swing, 20)) / (Std($swing, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_swing_chg20,振幅20日变化,"$swing / (Ref($swing, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_swing_chg5,振幅5日变化,"$swing / (Ref($swing, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_swing_chg60,振幅60日变化,"$swing / (Ref($swing, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_swing_raw,振幅(原始),$swing,不复权
wide_sentiment,wide_table,wide_turnover_rate_f_bias20,换手率20日偏离,"($turnover_rate_f - Mean($turnover_rate_f, 20)) / (Std($turnover_rate_f, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_turnover_rate_f_chg20,换手率20日变化,"$turnover_rate_f / (Ref($turnover_rate_f, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_turnover_rate_f_chg5,换手率5日变化,"$turnover_rate_f / (Ref($turnover_rate_f, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_turnover_rate_f_chg60,换手率60日变化,"$turnover_rate_f / (Ref($turnover_rate_f, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_turnover_rate_f_raw,换手率(原始),$turnover_rate_f,不复权
wide_sentiment,wide_table,wide_vol_ratio_bias20,量比20日偏离,"($vol_ratio - Mean($vol_ratio, 20)) / (Std($vol_ratio, 20) + 1e-12)",不复权
wide_sentiment,wide_table,wide_vol_ratio_chg20,量比20日变化,"$vol_ratio / (Ref($vol_ratio, 20) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_vol_ratio_chg5,量比5日变化,"$vol_ratio / (Ref($vol_ratio, 5) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_vol_ratio_chg60,量比60日变化,"$vol_ratio / (Ref($vol_ratio, 60) + 1e-12) - 1",不复权
wide_sentiment,wide_table,wide_vol_ratio_raw,量比(原始),$vol_ratio,不复权
wide_size,wide_table,wide_circ_mv_bias20,流通市值20日偏离,"($circ_mv - Mean($circ_mv, 20)) / (Std($circ_mv, 20) + 1e-12)",不复权
wide_size,wide_table,wide_circ_mv_chg20,流通市值20日变化,"$circ_mv / (Ref($circ_mv, 20) + 1e-12) - 1",不复权
wide_size,wide_table,wide_circ_mv_chg5,流通市值5日变化,"$circ_mv / (Ref($circ_mv, 5) + 1e-12) - 1",不复权
wide_size,wide_table,wide_circ_mv_chg60,流通市值60日变化,"$circ_mv / (Ref($circ_mv, 60) + 1e-12) - 1",不复权
wide_size,wide_table,wide_circ_mv_raw,流通市值(原始),$circ_mv,不复权
wide_size,wide_table,wide_total_mv_bias20,总市值20日偏离,"($total_mv - Mean($total_mv, 20)) / (Std($total_mv, 20) + 1e-12)",不复权
wide_size,wide_table,wide_total_mv_chg20,总市值20日变化,"$total_mv / (Ref($total_mv, 20) + 1e-12) - 1",不复权
wide_size,wide_table,wide_total_mv_chg5,总市值5日变化,"$total_mv / (Ref($total_mv, 5) + 1e-12) - 1",不复权
wide_size,wide_table,wide_total_mv_chg60,总市值60日变化,"$total_mv / (Ref($total_mv, 60) + 1e-12) - 1",不复权
wide_size,wide_table,wide_total_mv_raw,总市值(原始),$total_mv,不复权
wide_valuation,wide_table,wide_dv_ttm_bias20,股息率TTM20日偏离,"($dv_ttm - Mean($dv_ttm, 20)) / (Std($dv_ttm, 20) + 1e-12)",不复权
wide_valuation,wide_table,wide_dv_ttm_chg20,股息率TTM20日变化,"$dv_ttm / (Ref($dv_ttm, 20) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_dv_ttm_chg5,股息率TTM5日变化,"$dv_ttm / (Ref($dv_ttm, 5) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_dv_ttm_chg60,股息率TTM60日变化,"$dv_ttm / (Ref($dv_ttm, 60) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_dv_ttm_raw,股息率TTM(原始),$dv_ttm,不复权
wide_valuation,wide_table,wide_pb_bias20,市净率20日偏离,"($pb - Mean($pb, 20)) / (Std($pb, 20) + 1e-12)",不复权
wide_valuation,wide_table,wide_pb_chg20,市净率20日变化,"$pb / (Ref($pb, 20) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_pb_chg5,市净率5日变化,"$pb / (Ref($pb, 5) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_pb_chg60,市净率60日变化,"$pb / (Ref($pb, 60) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_pb_raw,市净率(原始),$pb,不复权
wide_valuation,wide_table,wide_pe_ttm_bias20,市盈率TTM20日偏离,"($pe_ttm - Mean($pe_ttm, 20)) / (Std($pe_ttm, 20) + 1e-12)",不复权
wide_valuation,wide_table,wide_pe_ttm_chg20,市盈率TTM20日变化,"$pe_ttm / (Ref($pe_ttm, 20) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_pe_ttm_chg5,市盈率TTM5日变化,"$pe_ttm / (Ref($pe_ttm, 5) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_pe_ttm_chg60,市盈率TTM60日变化,"$pe_ttm / (Ref($pe_ttm, 60) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_pe_ttm_raw,市盈率TTM(原始),$pe_ttm,不复权
wide_valuation,wide_table,wide_ps_ttm_bias20,市销率TTM20日偏离,"($ps_ttm - Mean($ps_ttm, 20)) / (Std($ps_ttm, 20) + 1e-12)",不复权
wide_valuation,wide_table,wide_ps_ttm_chg20,市销率TTM20日变化,"$ps_ttm / (Ref($ps_ttm, 20) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_ps_ttm_chg5,市销率TTM5日变化,"$ps_ttm / (Ref($ps_ttm, 5) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_ps_ttm_chg60,市销率TTM60日变化,"$ps_ttm / (Ref($ps_ttm, 60) + 1e-12) - 1",不复权
wide_valuation,wide_table,wide_ps_ttm_raw,市销率TTM(原始),$ps_ttm,不复权
